"","ID.","NAME","Type","dvera","dwat","v1","v2","v3","v4","v5","v6","COLLAR","year","SPECIES"
"4358",4358,"531-2016",1,8.505421889,11.99153512,0,0,97,0,3,0,531,2016,2
"4359",4359,"531-2016",1,7.526249496,11.03591964,0,0,100,0,0,0,531,2016,2
"4360",4360,"531-2016",1,7.273296213,11.57855729,0,0,95,0,4,1,531,2016,2
"4361",4361,"531-2016",1,6.173643442,9.610639243,0,0,100,0,0,0,531,2016,2
"4362",4362,"531-2016",1,6.502560754,9.801787457,0,0,100,0,0,0,531,2016,2
"4363",4363,"531-2016",1,3.502519088,6.932467871,0,0,12,0,0,88,531,2016,2
"4364",4364,"531-2016",1,4.502532977,7.878094242,0,0,63,0,0,37,531,2016,2
"4365",4365,"531-2016",1,7.273296213,11.57855729,0,0,95,0,4,1,531,2016,2
"4366",4366,"531-2016",1,7.639003938,11.37993747,0,0,100,0,0,0,531,2016,2
"4367",4367,"531-2016",1,7.639003938,11.37993747,0,0,100,0,0,0,531,2016,2
"4368",4368,"531-2016",1,7.639003938,11.37993747,0,0,100,0,0,0,531,2016,2
"4369",4369,"531-2016",1,8.777646595,12.69723834,0,0,100,0,0,0,531,2016,2
"4370",4370,"531-2016",1,10.52639802,14.19574132,0,0,100,0,0,0,531,2016,2
"4371",4371,"531-2016",1,12.65130282,16.0095965,0,0,100,0,0,0,531,2016,2
"4372",4372,"531-2016",1,2.491094414,0.954425505,7,18,75,0,0,0,531,2016,2
"4373",4373,"531-2016",1,1.320815202,0.753113251,0,15,85,0,0,0,531,2016,2
"4374",4374,"531-2016",1,1.707506024,1.445543925,100,0,0,0,0,0,531,2016,2
"4375",4375,"531-2016",1,0.954406734,1.488126898,61,0,39,0,0,0,531,2016,2
"4376",4376,"531-2016",1,0.64475952,1.531560053,3,0,93,0,4,0,531,2016,2
"4377",4377,"531-2016",1,0.954406734,1.488126898,61,0,39,0,0,0,531,2016,2
"4378",4378,"531-2016",1,0,3.469984984,0,0,0,77,23,0,531,2016,2
"4379",4379,"531-2016",1,0.50247822,3.785719963,0,0,34,48,12,6,531,2016,2
"4380",4380,"531-2016",1,0.50247822,3.785719963,0,0,34,48,12,6,531,2016,2
"4381",4381,"531-2016",1,0.320802926,2.630772434,0,22,78,0,0,0,531,2016,2
"4382",4382,"531-2016",1,0.954407274,3.035108269,0,55,45,0,0,0,531,2016,2
"4383",4383,"531-2016",1,0.954407274,3.035108269,0,55,45,0,0,0,531,2016,2
"4384",4384,"531-2016",1,0.954407274,3.035108269,0,55,45,0,0,0,531,2016,2
"4385",4385,"531-2016",1,0.320802926,2.630772434,0,22,78,0,0,0,531,2016,2
"4386",4386,"531-2016",1,0.499281635,3.900362732,0,59,38,0,0,3,531,2016,2
"4387",4387,"531-2016",1,1.603952903,3.674636031,0,50,50,0,0,0,531,2016,2
"4388",4388,"531-2016",1,1.428036279,5.763493489,0,0,21,0,0,79,531,2016,2
"4389",4389,"531-2016",1,2.036455907,5.561086402,0,0,0,0,0,100,531,2016,2
"4390",4390,"531-2016",1,0.954407453,4.416407672,0,100,0,0,0,0,531,2016,2
"4391",4391,"531-2016",1,0.499281635,3.900362732,0,59,38,0,0,3,531,2016,2
"4392",4392,"531-2016",1,0.320802926,2.630772434,0,22,78,0,0,0,531,2016,2
"4393",4393,"531-2016",1,0.176738369,2.57315231,0,0,56,0,44,0,531,2016,2
"4394",4394,"531-2016",1,0.502479018,3.553132709,0,0,95,0,5,0,531,2016,2
"4395",4395,"531-2016",1,0.502479018,3.553132709,0,0,95,0,5,0,531,2016,2
"4396",4396,"531-2016",1,0.502479018,3.553132709,0,0,95,0,5,0,531,2016,2
"4397",4397,"531-2016",1,1.502491311,5.103800822,0,0,0,0,0,100,531,2016,2
"4398",4398,"531-2016",1,0.502477422,4.247823179,0,0,9,66,0,25,531,2016,2
"4399",4399,"531-2016",1,0.502479018,3.553132709,0,0,95,0,5,0,531,2016,2
"4400",4400,"531-2016",1,0.50247822,3.785719963,0,0,34,48,12,6,531,2016,2
"4401",4401,"531-2016",1,1.70748859,0.95745079,0,82,18,0,0,0,531,2016,2
"4402",4402,"531-2016",1,0.320790077,2.885274961,0,0,0,30,70,0,531,2016,2
"4403",4403,"531-2016",1,0.50247822,3.785719963,0,0,34,48,12,6,531,2016,2
"4404",4404,"531-2016",1,0.502479018,3.553132709,0,0,95,0,5,0,531,2016,2
"4405",4405,"531-2016",1,1.502491311,5.103800822,0,0,0,0,0,100,531,2016,2
"4406",4406,"531-2016",1,1.502491311,5.103800822,0,0,0,0,0,100,531,2016,2
"4407",4407,"531-2016",1,1.502491311,5.103800822,0,0,0,0,0,100,531,2016,2
"4408",4408,"531-2016",1,3.319681925,6.529832923,0,0,61,0,0,39,531,2016,2
"4409",4409,"531-2016",1,2.502505199,6.004490061,0,0,0,0,0,100,531,2016,2
"4410",4410,"531-2016",1,2.573199352,6.462684652,0,0,0,0,0,100,531,2016,2
"4411",4411,"531-2016",1,1.428036279,5.763493489,0,0,21,0,0,79,531,2016,2
"4412",4412,"531-2016",1,0.176738369,2.57315231,0,0,56,0,44,0,531,2016,2
"4413",4413,"531-2016",1,0.50247822,3.785719963,0,0,34,48,12,6,531,2016,2
"4414",4414,"531-2016",1,0.50247822,3.785719963,0,0,34,48,12,6,531,2016,2
"4415",4415,"531-2016",1,0.50247822,3.785719963,0,0,34,48,12,6,531,2016,2
"4416",4416,"531-2016",1,0.320790077,2.885274961,0,0,0,30,70,0,531,2016,2
"4417",4417,"531-2016",1,0.50247822,3.785719963,0,0,34,48,12,6,531,2016,2
"4418",4418,"531-2016",1,5.610182435,10.37121727,0,0,100,0,0,0,531,2016,2
"4419",4419,"531-2016",1,3.319681925,6.529832923,0,0,61,0,0,39,531,2016,2
"4420",4420,"531-2016",1,0.499277316,5.244707567,0,78,22,0,0,0,531,2016,2
"4421",4421,"531-2016",1,2.036455907,5.561086402,0,0,0,0,0,100,531,2016,2
"4422",4422,"531-2016",1,1.428036279,5.763493489,0,0,21,0,0,79,531,2016,2
"4423",4423,"531-2016",1,1.428036279,5.763493489,0,0,21,0,0,79,531,2016,2
"4424",4424,"531-2016",1,1.428036279,5.763493489,0,0,21,0,0,79,531,2016,2
"4425",4425,"531-2016",1,1.428036279,5.763493489,0,0,21,0,0,79,531,2016,2
"4426",4426,"531-2016",1,5.391361826,8.623166783,0,0,100,0,0,0,531,2016,2
"4427",4427,"531-2016",1,6.173643442,9.610639243,0,0,100,0,0,0,531,2016,2
"4428",4428,"531-2016",1,0.502479018,3.553132709,0,0,95,0,5,0,531,2016,2
"4429",4429,"531-2016",1,0.502479018,3.553132709,0,0,95,0,5,0,531,2016,2
"4430",4430,"531-2016",1,1.502492908,4.541924287,0,0,39,0,0,61,531,2016,2
"4431",4431,"531-2016",1,0.50247822,3.785719963,0,0,34,48,12,6,531,2016,2
"4432",4432,"531-2016",1,2.573199352,6.462684652,0,0,0,0,0,100,531,2016,2
"4433",4433,"531-2016",1,2.502505199,6.004490061,0,0,0,0,0,100,531,2016,2
"4434",4434,"531-2016",1,1.502491311,5.103800822,0,0,0,0,0,100,531,2016,2
"4435",4435,"531-2016",1,0.502477422,4.247823179,0,0,9,66,0,25,531,2016,2
"4436",4436,"531-2016",1,3.319681925,6.529832923,0,0,61,0,0,39,531,2016,2
"4437",4437,"531-2016",1,0.50247822,3.785719963,0,0,34,48,12,6,531,2016,2
"4438",4438,"531-2016",1,0.502479018,3.553132709,0,0,95,0,5,0,531,2016,2
"4439",4439,"531-2016",1,2.036455907,5.561086402,0,0,0,0,0,100,531,2016,2
"4440",4440,"531-2016",1,1.312698885,4.574066345,0,0,86,0,0,14,531,2016,2
"4441",4441,"531-2016",1,0.502479018,3.553132709,0,0,95,0,5,0,531,2016,2
"4442",4442,"531-2016",1,1.312698885,4.574066345,0,0,86,0,0,14,531,2016,2
"4443",4443,"531-2016",1,0,2.836127991,0,0,0,0,100,0,531,2016,2
"4444",4444,"531-2016",1,0.502479018,3.553132709,0,0,95,0,5,0,531,2016,2
"4445",4445,"531-2016",1,1.502492908,4.541924287,0,0,39,0,0,61,531,2016,2
"4446",4446,"531-2016",1,2.777138764,6.552096099,0,0,11,0,0,89,531,2016,2
"4447",4447,"531-2016",1,1.502492109,4.726260008,0,0,37,0,0,63,531,2016,2
"4448",4448,"531-2016",1,2.502505199,6.004490061,0,0,0,0,0,100,531,2016,2
"4449",4449,"531-2016",1,0.502479018,3.553132709,0,0,95,0,5,0,531,2016,2
"4450",4450,"531-2016",1,0.50247822,3.785719963,0,0,34,48,12,6,531,2016,2
"4451",4451,"531-2016",1,0.502479018,3.553132709,0,0,95,0,5,0,531,2016,2
"4452",4452,"531-2016",1,1.502492908,4.541924287,0,0,39,0,0,61,531,2016,2
"4453",4453,"531-2016",1,1.502492908,4.541924287,0,0,39,0,0,61,531,2016,2
"4454",4454,"531-2016",1,0.502479018,3.553132709,0,0,95,0,5,0,531,2016,2
"4455",4455,"531-2016",1,0.954407094,1.711816804,0,71,29,0,0,0,531,2016,2
"4456",4456,"531-2016",1,0.320802926,2.630772434,0,22,78,0,0,0,531,2016,2
"4457",4457,"531-2016",1,0.176738369,2.57315231,0,0,56,0,44,0,531,2016,2
"4458",4458,"531-2016",1,0,2.460692415,0,0,93,0,7,0,531,2016,2
"4459",4459,"531-2016",1,0.749294894,2.832684233,68,0,32,0,0,0,531,2016,2
"4460",4460,"531-2016",1,0,2.460692415,0,0,93,0,7,0,531,2016,2
"4461",4461,"531-2016",1,0.497578132,2.220216101,69,0,31,0,0,0,531,2016,2
"4462",4462,"531-2016",1,0.954406734,1.488126898,61,0,39,0,0,0,531,2016,2
"4463",4463,"531-2016",1,1.320815202,0.753113251,0,15,85,0,0,0,531,2016,2
"4464",4464,"531-2016",1,1.617846153,5.635789539,0,0,2,0,0,98,531,2016,2
"4465",4465,"531-2016",1,2.502505998,5.6870904,0,0,3,0,0,97,531,2016,2
"4466",4466,"531-2016",1,3.502519887,6.659454815,0,0,60,0,0,40,531,2016,2
"4467",4467,"531-2016",1,0.320802926,2.630772434,0,22,78,0,0,0,531,2016,2
"4468",4468,"531-2016",1,0.320802926,2.630772434,0,22,78,0,0,0,531,2016,2
"4469",4469,"531-2016",1,0.320802926,2.630772434,0,22,78,0,0,0,531,2016,2
"4470",4470,"531-2016",1,0.320802926,2.630772434,0,22,78,0,0,0,531,2016,2
"4471",4471,"531-2016",1,0.954407094,1.711816804,0,71,29,0,0,0,531,2016,2
"4472",4472,"531-2016",1,0.320802926,2.630772434,0,22,78,0,0,0,531,2016,2
"4473",4473,"531-2016",1,0.320802926,2.630772434,0,22,78,0,0,0,531,2016,2
"4474",4474,"531-2016",1,0.320802926,2.630772434,0,22,78,0,0,0,531,2016,2
"4475",4475,"531-2016",1,0.499281635,3.900362732,0,59,38,0,0,3,531,2016,2
"4476",4476,"531-2016",1,4.41636066,9.105457204,0,0,0,0,0,100,531,2016,2
"4477",4477,"531-2016",1,7.639003938,11.37993747,0,0,100,0,0,0,531,2016,2
"4478",4478,"531-2016",1,7.378074105,10.77406385,0,0,100,0,0,0,531,2016,2
"4479",4479,"531-2016",1,3.502519887,6.659454815,0,0,60,0,0,40,531,2016,2
"4480",4480,"531-2016",1,8.638053093,12.69439707,0,0,100,0,0,0,531,2016,2
"4481",4481,"531-2016",1,6.173643442,9.610639243,0,0,100,0,0,0,531,2016,2
"4482",4482,"531-2016",1,4.502533776,7.638956682,0,0,100,0,0,0,531,2016,2
"4483",4483,"531-2016",1,5.391361826,8.623166783,0,0,100,0,0,0,531,2016,2
"4484",4484,"531-2016",1,5.534822679,9.153195829,0,0,99,0,0,1,531,2016,2
"4485",4485,"531-2016",1,5.534822679,9.153195829,0,0,99,0,0,1,531,2016,2
"4486",4486,"531-2016",1,4.502532977,7.878094242,0,0,63,0,0,37,531,2016,2
"4487",4487,"531-2016",1,4.502532977,7.878094242,0,0,63,0,0,37,531,2016,2
"4488",4488,"531-2016",1,2.44691699,5.53477962,0,0,0,0,0,100,531,2016,2
"4489",4489,"531-2016",1,3.319681925,6.529832923,0,0,61,0,0,39,531,2016,2
"4490",4490,"531-2016",1,2.44691699,5.53477962,0,0,0,0,0,100,531,2016,2
"4491",4491,"531-2016",1,0.176769114,3.360083799,15,0,85,0,0,0,531,2016,2
"4492",4492,"531-2016",1,1.502491311,5.103800822,0,0,0,0,0,100,531,2016,2
"4493",4493,"531-2016",1,2.502505199,6.004490061,0,0,0,0,0,100,531,2016,2
"4494",4494,"531-2016",1,2.502505199,6.004490061,0,0,0,0,0,100,531,2016,2
"4495",4495,"531-2016",1,0.954406734,1.488126898,61,0,39,0,0,0,531,2016,2
"4496",4496,"531-2016",1,0.954407094,1.711816804,0,71,29,0,0,0,531,2016,2
"4497",4497,"531-2016",1,0.320802926,2.630772434,0,22,78,0,0,0,531,2016,2
"4498",4498,"531-2016",1,0.320802926,2.630772434,0,22,78,0,0,0,531,2016,2
"4499",4499,"531-2016",1,0.320802926,2.630772434,0,22,78,0,0,0,531,2016,2
"4500",4500,"531-2016",1,0.320802926,2.630772434,0,22,78,0,0,0,531,2016,2
"4501",4501,"531-2016",1,0.320802926,2.630772434,0,22,78,0,0,0,531,2016,2
"4502",4502,"531-2016",1,0.954407094,1.711816804,0,71,29,0,0,0,531,2016,2
"4503",4503,"531-2016",1,0.954407274,3.035108269,0,55,45,0,0,0,531,2016,2
"4504",4504,"531-2016",1,0.320802926,2.630772434,0,22,78,0,0,0,531,2016,2
"4505",4505,"531-2016",1,0.753175557,4.874321886,0,0,19,32,0,49,531,2016,2
"4506",4506,"531-2016",1,2.502505199,6.004490061,0,0,0,0,0,100,531,2016,2
"4507",4507,"531-2016",1,2.502505199,6.004490061,0,0,0,0,0,100,531,2016,2
"4508",4508,"531-2016",1,0.320802926,2.630772434,0,22,78,0,0,0,531,2016,2
"4509",4509,"531-2016",1,0.320802926,2.630772434,0,22,78,0,0,0,531,2016,2
"4510",4510,"531-2016",1,0.676033179,1.617795007,0,6,85,0,9,0,531,2016,2
"4511",4511,"531-2016",1,0.676033179,1.617795007,0,6,85,0,9,0,531,2016,2
"4512",4512,"531-2016",1,1.502492908,4.541924287,0,0,39,0,0,61,531,2016,2
"4513",4513,"531-2016",1,2.44691699,5.53477962,0,0,0,0,0,100,531,2016,2
"4514",4514,"531-2016",1,3.319681925,6.529832923,0,0,61,0,0,39,531,2016,2
"4515",4515,"531-2016",1,2.44691699,5.53477962,0,0,0,0,0,100,531,2016,2
"4516",4516,"531-2016",1,5.534822679,9.153195829,0,0,99,0,0,1,531,2016,2
"4517",4517,"531-2016",1,4.54196813,8.232611866,0,0,35,0,0,65,531,2016,2
"4518",4518,"531-2016",1,4.54196813,8.232611866,0,0,35,0,0,65,531,2016,2
"4519",4519,"531-2016",1,4.54196813,8.232611866,0,0,35,0,0,65,531,2016,2
"4520",4520,"531-2016",1,6.65950313,10.46412141,0,0,100,0,0,0,531,2016,2
"4521",4521,"531-2016",1,7.526249496,11.03591964,0,0,100,0,0,0,531,2016,2
"4522",4522,"531-2016",1,0.502479018,3.553132709,0,0,95,0,5,0,531,2016,2
"4523",4523,"531-2016",1,0.954407094,1.711816804,0,71,29,0,0,0,531,2016,2
"4524",4524,"531-2016",1,5.534822679,9.153195829,0,0,99,0,0,1,531,2016,2
"4525",4525,"531-2016",1,7.639003938,11.37993747,0,0,100,0,0,0,531,2016,2
"4526",4526,"531-2016",1,8.505421889,11.99153512,0,0,97,0,3,0,531,2016,2
"4527",4527,"531-2016",1,7.639003938,11.37993747,0,0,100,0,0,0,531,2016,2
"4528",4528,"531-2016",1,7.639003938,11.37993747,0,0,100,0,0,0,531,2016,2
"4529",4529,"531-2016",1,7.526249496,11.03591964,0,0,100,0,0,0,531,2016,2
"4530",4530,"531-2016",1,9.401634141,14.03341743,0,0,100,0,0,0,531,2016,2
"4531",4531,"531-2016",1,3.502519887,6.659454815,0,0,60,0,0,40,531,2016,2
"4532",4532,"531-2016",1,0,2.836127991,0,0,0,0,100,0,531,2016,2
"4533",4533,"531-2016",1,0.954406734,1.488126898,61,0,39,0,0,0,531,2016,2
"4534",4534,"531-2016",1,0.64475952,1.531560053,3,0,93,0,4,0,531,2016,2
"4535",4535,"531-2016",1,1.79372374,0.749263358,3,0,83,0,14,0,531,2016,2
"4536",4536,"531-2016",1,0.320802926,2.630772434,0,22,78,0,0,0,531,2016,2
"4537",4537,"531-2016",1,0.954407094,1.711816804,0,71,29,0,0,0,531,2016,2
"4538",4538,"531-2016",1,0.320802926,2.630772434,0,22,78,0,0,0,531,2016,2
"4539",4539,"531-2016",1,0.753141071,4.818175871,0,7,51,0,0,42,531,2016,2
"4540",4540,"531-2016",1,3.319681925,6.529832923,0,0,61,0,0,39,531,2016,2
"4541",4541,"531-2016",1,2.777138764,6.552096099,0,0,11,0,0,89,531,2016,2
"4542",4542,"531-2016",1,2.44691699,5.53477962,0,0,0,0,0,100,531,2016,2
"4543",4543,"531-2016",1,3.319681925,6.529832923,0,0,61,0,0,39,531,2016,2
"4544",4544,"531-2016",1,0.64475952,1.531560053,3,0,93,0,4,0,531,2016,2
"4545",4545,"531-2016",1,0.954407094,1.711816804,0,71,29,0,0,0,531,2016,2
"4546",4546,"531-2016",1,0.676033179,1.617795007,0,6,85,0,9,0,531,2016,2
"4547",4547,"531-2016",1,0.954407094,1.711816804,0,71,29,0,0,0,531,2016,2
"4548",4548,"531-2016",1,0.954407094,1.711816804,0,71,29,0,0,0,531,2016,2
"4549",4549,"531-2016",1,0.954407094,1.711816804,0,71,29,0,0,0,531,2016,2
"4550",4550,"531-2016",1,0.502479816,3.594422598,0,18,82,0,0,0,531,2016,2
"4551",4551,"531-2016",1,4.874346968,8.523437638,0,0,99,0,0,1,531,2016,2
"4552",4552,"531-2016",1,4.130617006,7.526207405,0,0,100,0,0,0,531,2016,2
"4553",4553,"531-2016",1,4.130617006,7.526207405,0,0,100,0,0,0,531,2016,2
"4554",4554,"531-2016",1,4.874346968,8.523437638,0,0,99,0,0,1,531,2016,2
"4555",4555,"531-2016",1,0.320802926,2.630772434,0,22,78,0,0,0,531,2016,2
"4556",4556,"531-2016",1,0.320802926,2.630772434,0,22,78,0,0,0,531,2016,2
"4557",4557,"531-2016",1,0.320802926,2.630772434,0,22,78,0,0,0,531,2016,2
"4558",4558,"531-2016",1,3.319681925,6.529832923,0,0,61,0,0,39,531,2016,2
"4559",4559,"531-2016",1,0.50247822,3.785719963,0,0,34,48,12,6,531,2016,2
"4560",4560,"531-2016",1,0.502479018,3.553132709,0,0,95,0,5,0,531,2016,2
"4561",4561,"531-2016",1,0.50247822,3.785719963,0,0,34,48,12,6,531,2016,2
"4562",4562,"531-2016",1,0.50247822,3.785719963,0,0,34,48,12,6,531,2016,2
"4563",4563,"531-2016",1,0.50247822,3.785719963,0,0,34,48,12,6,531,2016,2
"4564",4564,"531-2016",1,2.573199352,6.462684652,0,0,0,0,0,100,531,2016,2
"4565",4565,"531-2016",1,1.617846153,5.635789539,0,0,2,0,0,98,531,2016,2
"4566",4566,"531-2016",1,1.617846153,5.635789539,0,0,2,0,0,98,531,2016,2
"4567",4567,"531-2016",1,1.617846153,5.635789539,0,0,2,0,0,98,531,2016,2
"4568",4568,"531-2016",1,0.320802926,2.630772434,0,22,78,0,0,0,531,2016,2
"4569",4569,"531-2016",1,0.320802926,2.630772434,0,22,78,0,0,0,531,2016,2
"4570",4570,"531-2016",1,0.320802926,2.630772434,0,22,78,0,0,0,531,2016,2
"4571",4571,"531-2016",1,0.954407094,1.711816804,0,71,29,0,0,0,531,2016,2
"4572",4572,"531-2016",0,3.080196911,1.707513695,43,0,57,0,0,0,531,2016,2
"4573",4573,"531-2016",0,7.526249496,11.03591964,0,0,100,0,0,0,531,2016,2
"4574",4574,"531-2016",0,0.753143423,6.1245313,0,0,92,0,0,8,531,2016,2
"4575",4575,"531-2016",0,8.505421889,11.99153512,0,0,97,0,3,0,531,2016,2
"4576",4576,"531-2016",0,0.178511314,4.616471385,0,0,100,0,0,0,531,2016,2
"4577",4577,"531-2016",0,0,3.469984984,0,0,0,77,23,0,531,2016,2
"4578",4578,"531-2016",0,6.173643442,9.610639243,0,0,100,0,0,0,531,2016,2
"4579",4579,"531-2016",0,2.502505998,5.6870904,0,0,3,0,0,97,531,2016,2
"4580",4580,"531-2016",0,1.312698885,4.574066345,0,0,86,0,0,14,531,2016,2
"4581",4581,"531-2016",0,7.867659806,11.79892999,0,0,100,0,0,0,531,2016,2
"4582",4582,"531-2016",0,2.279440634,1.795203978,0,91,9,0,0,0,531,2016,2
"4583",4583,"531-2016",0,0.753175557,4.874321886,0,0,19,32,0,49,531,2016,2
"4584",4584,"531-2016",0,8.065553409,11.75099665,0,0,100,0,0,0,531,2016,2
"4585",4585,"531-2016",0,4.61645632,9.536489106,0,0,100,0,0,0,531,2016,2
"4586",4586,"531-2016",0,2.502505199,6.004490061,0,0,0,0,0,100,531,2016,2
"4587",4587,"531-2016",0,1.603952903,3.674636031,0,50,50,0,0,0,531,2016,2
"4588",4588,"531-2016",0,4.130617006,7.526207405,0,0,100,0,0,0,531,2016,2
"4589",4589,"531-2016",0,4.502532977,7.878094242,0,0,63,0,0,37,531,2016,2
"4590",4590,"531-2016",0,2.491094414,0.954425505,7,18,75,0,0,0,531,2016,2
"4591",4591,"531-2016",0,2.279440634,1.795203978,0,91,9,0,0,0,531,2016,2
"4592",4592,"531-2016",0,1.502492908,4.541924287,0,0,39,0,0,61,531,2016,2
"4593",4593,"531-2016",0,1.497592021,1.617762768,68,0,0,0,0,32,531,2016,2
"4594",4594,"531-2016",0,4.502533776,7.638956682,0,0,100,0,0,0,531,2016,2
"4595",4595,"531-2016",0,0.954406734,1.488126898,61,0,39,0,0,0,531,2016,2
"4596",4596,"531-2016",0,5.103857048,9.23041504,0,0,0,0,0,100,531,2016,2
"4597",4597,"531-2016",0,3.785773888,7.841144244,0,0,0,0,0,100,531,2016,2
"4598",4598,"531-2016",0,2.036455907,5.561086402,0,0,0,0,0,100,531,2016,2
"4599",4599,"531-2016",0,4.24788143,8.437798242,0,0,0,0,0,100,531,2016,2
"4600",4600,"531-2016",0,6.173643442,9.610639243,0,0,100,0,0,0,531,2016,2
"4601",4601,"531-2016",0,0.753173207,5.04709987,0,0,38,62,0,0,531,2016,2
"4602",4602,"531-2016",0,0,2.836127991,0,0,0,0,100,0,531,2016,2
"4603",4603,"531-2016",0,1.497592021,1.617762768,68,0,0,0,0,32,531,2016,2
"4604",4604,"531-2016",0,2.036455907,5.561086402,0,0,0,0,0,100,531,2016,2
"4605",4605,"531-2016",0,2.885332136,7.034165063,0,0,0,0,0,100,531,2016,2
"4606",4606,"531-2016",0,3.502519088,6.932467871,0,0,12,0,0,88,531,2016,2
"4607",4607,"531-2016",0,4.874346968,8.523437638,0,0,99,0,0,1,531,2016,2
"4608",4608,"531-2016",0,0.502477422,4.247823179,0,0,9,66,0,25,531,2016,2
"4609",4609,"531-2016",0,2.777138764,6.552096099,0,0,11,0,0,89,531,2016,2
"4610",4610,"531-2016",0,2.502505998,5.6870904,0,0,3,0,0,97,531,2016,2
"4611",4611,"531-2016",0,0,3.469984984,0,0,0,77,23,0,531,2016,2
"4612",4612,"531-2016",0,7.526249496,11.03591964,0,0,100,0,0,0,531,2016,2
"4613",4613,"531-2016",0,5.534822679,9.153195829,0,0,99,0,0,1,531,2016,2
"4614",4614,"531-2016",0,0.50247822,3.785719963,0,0,34,48,12,6,531,2016,2
"4615",4615,"531-2016",0,2.078174846,6.724703142,0,0,2,0,0,98,531,2016,2
"4616",4616,"531-2016",0,6.417782898,11.18655286,0,0,98,0,0,2,531,2016,2
"4617",4617,"531-2016",0,2.502505998,5.6870904,0,0,3,0,0,97,531,2016,2
"4618",4618,"531-2016",0,1.603954731,2.282736527,0,94,6,0,0,0,531,2016,2
"4619",4619,"531-2016",0,8.777646595,12.69723834,0,0,100,0,0,0,531,2016,2
"4620",4620,"531-2016",0,5.502546865,8.835704576,0,0,100,0,0,0,531,2016,2
"4621",4621,"531-2016",0,0.753175557,4.874321886,0,0,19,32,0,49,531,2016,2
"4622",4622,"531-2016",0,6.004544414,10.06007204,0,0,65,0,0,35,531,2016,2
"4623",4623,"531-2016",0,4.54196813,8.232611866,0,0,35,0,0,65,531,2016,2
"4624",4624,"531-2016",0,7.378074105,10.77406385,0,0,100,0,0,0,531,2016,2
"4625",4625,"531-2016",0,7.639003938,11.37993747,0,0,100,0,0,0,531,2016,2
"4626",4626,"531-2016",0,6.004544414,10.06007204,0,0,65,0,0,35,531,2016,2
"4627",4627,"531-2016",0,6.529875428,10.08891526,0,0,100,0,0,0,531,2016,2
"4628",4628,"531-2016",0,4.130617006,7.526207405,0,0,100,0,0,0,531,2016,2
"4629",4629,"531-2016",0,0.64475952,1.531560053,3,0,93,0,4,0,531,2016,2
"4630",4630,"531-2016",0,0.753173207,5.04709987,0,0,38,62,0,0,531,2016,2
"4631",4631,"531-2016",0,2.573199352,6.462684652,0,0,0,0,0,100,531,2016,2
"4632",4632,"531-2016",0,4.61645632,9.536489106,0,0,100,0,0,0,531,2016,2
"4633",4633,"531-2016",0,1.502492908,4.541924287,0,0,39,0,0,61,531,2016,2
"4634",4634,"531-2016",0,8.638053093,12.69439707,0,0,100,0,0,0,531,2016,2
"4635",4635,"531-2016",0,0.954407453,4.416407672,0,100,0,0,0,0,531,2016,2
"4636",4636,"531-2016",0,5.687140079,9.565189175,0,0,68,0,0,32,531,2016,2
"4637",4637,"531-2016",0,0.954407094,1.711816804,0,71,29,0,0,0,531,2016,2
"4638",4638,"531-2016",0,0.497578132,2.220216101,69,0,31,0,0,0,531,2016,2
"4639",4639,"531-2016",0,7.867659806,11.79892999,0,0,100,0,0,0,531,2016,2
"4640",4640,"531-2016",0,8.623213197,12.3088685,0,0,89,0,11,0,531,2016,2
"4641",4641,"531-2016",0,7.835946629,12.28522435,0,0,100,0,0,0,531,2016,2
"4642",4642,"531-2016",0,6.173643442,9.610639243,0,0,100,0,0,0,531,2016,2
"4643",4643,"531-2016",0,1.617850009,7.036575404,0,0,24,0,0,76,531,2016,2
"4644",4644,"531-2016",0,4.726311491,8.688385891,0,0,0,0,0,100,531,2016,2
"4645",4645,"531-2016",0,1.70748859,0.95745079,0,82,18,0,0,0,531,2016,2
"4646",4646,"531-2016",0,2.502505199,6.004490061,0,0,0,0,0,100,531,2016,2
"4647",4647,"531-2016",0,0.499277316,5.244707567,0,78,22,0,0,0,531,2016,2
"4648",4648,"531-2016",0,1.497592021,1.617762768,68,0,0,0,0,32,531,2016,2
"4649",4649,"531-2016",0,4.502533776,7.638956682,0,0,100,0,0,0,531,2016,2
"4650",4650,"531-2016",0,2.573199352,6.462684652,0,0,0,0,0,100,531,2016,2
"4651",4651,"531-2016",0,6.173643442,9.610639243,0,0,100,0,0,0,531,2016,2
"4652",4652,"531-2016",0,0.753143423,6.1245313,0,0,92,0,0,8,531,2016,2
"4653",4653,"531-2016",0,0.644758727,2.078148413,0,0,16,0,84,0,531,2016,2
"4654",4654,"531-2016",0,2.502505199,6.004490061,0,0,0,0,0,100,531,2016,2
"4655",4655,"531-2016",0,2.502505998,5.6870904,0,0,3,0,0,97,531,2016,2
"4656",4656,"531-2016",0,0.176769114,3.360083799,15,0,85,0,0,0,531,2016,2
"4657",4657,"531-2016",0,4.502532977,7.878094242,0,0,63,0,0,37,531,2016,2
"4658",4658,"531-2016",0,2.036455907,5.561086402,0,0,0,0,0,100,531,2016,2
"4659",4659,"531-2016",0,7.867659806,11.79892999,0,0,100,0,0,0,531,2016,2
"4660",4660,"531-2016",0,0,2.460692415,0,0,93,0,7,0,531,2016,2
